category,drop,target,task,train_path,valid_path,test_path,model,gpu,cross_f,exp_id,train time (sec),logloss_val,logloss_test,log_path,nu,cross_type,opt_params,nn_model,auc_val,auc_test
"['v31', 'v74', 'v3', 'v66', 'v110', 'v75', 'v24', 'v91', 'v30', 'v107', 'v62', 'v71', 'v129', 'v47', 'v38', 'v52', 'v72', 'v79', 'v112', 'v113', 'v125', 'v56', 'v112_v129_v66_', 'v113_v125_v74_', 'v56_v72_v91_', 'v52_v62_v56_', 'v113_v38_v47_', 'v3_v110_v38_', 'v3_v113_v75_', 'v52_v72_v79_', 'v3_v62_v72_', 'v113_v129_v66_', 'v52_v112_v30_']","['ID', 'v22']",target,binary,/dnn2lr/data/splits/bnp/train.csv,/dnn2lr/data/splits/bnp/valid.csv,/dnn2lr/data/splits/bnp/test.csv,linear,1,"[[18, 12, 3], [19, 20, 1], [21, 16, 7], [15, 10, 21], [19, 14, 13], [2, 4, 14], [2, 19, 5], [15, 16, 17], [2, 10, 16], [19, 12, 3], [15, 18, 8]]",25091306196680518935,1.5861361026763916,0.5062976678633796,0.487661261007539,/dnn2lr/models/linear/output/25091306196680518935/log.pickle,,,,,0.6894372605633012,0.728784280249293
"['v31', 'v74', 'v3', 'v66', 'v110', 'v75', 'v24', 'v91', 'v30', 'v107', 'v62', 'v71', 'v129', 'v47', 'v38', 'v52', 'v72', 'v79', 'v112', 'v113', 'v125', 'v56', 'v72_v38_v112_', 'v3_v129_v66_', 'v129_v62_v112_', 'v79_v113_v52_', 'v75_v125_v56_', 'v74_v79_v112_', 'v24_v56_v112_', 'v31_v30_v24_', 'v113_v52_v110_', 'v66_v113_v91_', 'v38_v66_v125_']","['ID', 'v22']",target,binary,/dnn2lr/data/splits/bnp/train.csv,/dnn2lr/data/splits/bnp/valid.csv,/dnn2lr/data/splits/bnp/test.csv,linear,1,"[[16, 14, 18], [2, 12, 3], [12, 10, 18], [17, 19, 15], [5, 20, 21], [1, 17, 18], [6, 21, 18], [0, 8, 6], [19, 15, 4], [3, 19, 7], [14, 3, 20]]",94710001880441098247,1.5668377876281738,0.5075352688045573,0.4887713924706671,/dnn2lr/models/linear/output/94710001880441098247/log.pickle,,,,,0.687260563301165,0.7267889814008551
"['v31', 'v74', 'v3', 'v66', 'v110', 'v75', 'v24', 'v91', 'v30', 'v107', 'v62', 'v71', 'v129', 'v47', 'v38', 'v52', 'v72', 'v79', 'v112', 'v113', 'v125', 'v56', 'v125_v113_v52_', 'v30_v75_v110_', 'v112_v31_v62_', 'v62_v75_v72_', 'v91_v52_v71_', 'v79_v3_v71_', 'v62_v125_v47_', 'v75_v113_v71_', 'v30_v112_v74_', 'v56_v74_v66_', 'v129_v3_v47_']","['ID', 'v22']",target,binary,/dnn2lr/data/splits/bnp/train.csv,/dnn2lr/data/splits/bnp/valid.csv,/dnn2lr/data/splits/bnp/test.csv,linear,1,"[[20, 19, 15], [8, 5, 4], [18, 0, 10], [10, 5, 16], [7, 15, 11], [17, 2, 11], [10, 20, 13], [5, 19, 11], [8, 18, 1], [21, 1, 3], [12, 2, 13]]",33380814159807954800,1.6100943088531494,0.5042469023949733,0.4862504664185398,/dnn2lr/models/linear/output/33380814159807954800/log.pickle,,,,,0.6924874453719204,0.7317072126720738
"['v31', 'v74', 'v3', 'v66', 'v110', 'v75', 'v24', 'v91', 'v30', 'v107', 'v62', 'v71', 'v129', 'v47', 'v38', 'v52', 'v72', 'v79', 'v112', 'v113', 'v125', 'v56', 'v110_v79_v30_', 'v31_v62_v79_', 'v3_v79_v30_', 'v74_v3_v79_', 'v66_v113_v47_', 'v125_v66_v79_', 'v79_v47_v38_', 'v91_v129_v107_', 'v66_v129_v71_', 'v129_v47_v30_', 'v72_v62_v112_']","['ID', 'v22']",target,binary,/dnn2lr/data/splits/bnp/train.csv,/dnn2lr/data/splits/bnp/valid.csv,/dnn2lr/data/splits/bnp/test.csv,linear,1,"[[4, 17, 8], [0, 10, 17], [2, 17, 8], [1, 2, 17], [3, 19, 13], [20, 3, 17], [17, 13, 14], [7, 12, 9], [3, 12, 11], [12, 13, 8], [16, 10, 18]]",94180673266176706595,1.689781904220581,0.5064423723761657,0.4873434982574787,/dnn2lr/models/linear/output/94180673266176706595/log.pickle,,,,,0.6896591432519575,0.7289781232572474
"['v31', 'v74', 'v3', 'v66', 'v110', 'v75', 'v24', 'v91', 'v30', 'v107', 'v62', 'v71', 'v129', 'v47', 'v38', 'v52', 'v72', 'v79', 'v112', 'v113', 'v125', 'v56', 'v62_v113_v72_', 'v91_v62_v3_', 'v91_v107_v112_', 'v113_v52_v125_', 'v62_v125_v129_', 'v113_v3_v129_', 'v125_v112_v71_', 'v107_v113_v71_', 'v72_v74_v30_', 'v71_v74_v30_', 'v75_v79_v129_']","['ID', 'v22']",target,binary,/dnn2lr/data/splits/bnp/train.csv,/dnn2lr/data/splits/bnp/valid.csv,/dnn2lr/data/splits/bnp/test.csv,linear,1,"[[10, 19, 16], [7, 10, 2], [7, 9, 18], [19, 15, 20], [10, 20, 12], [19, 2, 12], [20, 18, 11], [9, 19, 11], [16, 1, 8], [11, 1, 8], [5, 17, 12]]",49094859484224203333,1.833314657211304,0.5070262486045248,0.4879444231681991,/dnn2lr/models/linear/output/49094859484224203333/log.pickle,,,,,0.68840368044399,0.7288879281667956
"['v31', 'v74', 'v3', 'v66', 'v110', 'v75', 'v24', 'v91', 'v30', 'v107', 'v62', 'v71', 'v129', 'v47', 'v38', 'v52', 'v72', 'v79', 'v112', 'v113', 'v125', 'v56', 'v52_v56_v30_', 'v75_v3_v30_', 'v91_v71_v72_', 'v66_v91_v72_', 'v62_v129_v30_', 'v31_v79_v30_', 'v75_v62_v38_', 'v112_v31_v47_', 'v66_v31_v91_', 'v75_v129_v79_', 'v56_v113_v72_']","['ID', 'v22']",target,binary,/dnn2lr/data/splits/bnp/train.csv,/dnn2lr/data/splits/bnp/valid.csv,/dnn2lr/data/splits/bnp/test.csv,linear,1,"[[15, 21, 8], [5, 2, 8], [7, 11, 16], [3, 7, 16], [10, 12, 8], [0, 17, 8], [5, 10, 14], [18, 0, 13], [3, 0, 7], [5, 12, 17], [21, 19, 16]]",44875808152366182540,1.5854575634002686,0.5084269729452873,0.4888034817823403,/dnn2lr/models/linear/output/44875808152366182540/log.pickle,,,,,0.6868505016233949,0.7261022757291432
"['v31', 'v74', 'v3', 'v66', 'v110', 'v75', 'v24', 'v91', 'v30', 'v107', 'v62', 'v71', 'v129', 'v47', 'v38', 'v52', 'v72', 'v79', 'v112', 'v113', 'v125', 'v56', 'v71_v3_v91_', 'v38_v107_v79_', 'v125_v38_v91_', 'v71_v91_v47_', 'v71_v72_v30_', 'v125_v38_v112_', 'v113_v66_v47_', 'v24_v129_v91_', 'v125_v113_v72_', 'v3_v91_v79_', 'v38_v107_v30_']","['ID', 'v22']",target,binary,/dnn2lr/data/splits/bnp/train.csv,/dnn2lr/data/splits/bnp/valid.csv,/dnn2lr/data/splits/bnp/test.csv,linear,1,"[[11, 2, 7], [14, 9, 17], [20, 14, 7], [11, 7, 13], [11, 16, 8], [20, 14, 18], [19, 3, 13], [6, 12, 7], [20, 19, 16], [2, 7, 17], [14, 9, 8]]",07154358927342667642,1.68426775932312,0.508534822631461,0.4891204710618961,/dnn2lr/models/linear/output/07154358927342667642/log.pickle,,,,,0.6851709339295144,0.7266150118874072
"['v31', 'v74', 'v3', 'v66', 'v110', 'v75', 'v24', 'v91', 'v30', 'v107', 'v62', 'v71', 'v129', 'v47', 'v38', 'v52', 'v72', 'v79', 'v112', 'v113', 'v125', 'v56', 'v66_v79_v91_', 'v3_v72_v74_', 'v52_v79_v107_', 'v110_v91_v31_', 'v66_v30_v79_', 'v74_v125_v31_', 'v62_v79_v38_', 'v75_v79_v38_', 'v107_v38_v31_', 'v66_v125_v110_', 'v72_v79_v110_']","['ID', 'v22']",target,binary,/dnn2lr/data/splits/bnp/train.csv,/dnn2lr/data/splits/bnp/valid.csv,/dnn2lr/data/splits/bnp/test.csv,linear,1,"[[3, 17, 7], [2, 16, 1], [15, 17, 9], [4, 7, 0], [3, 8, 17], [1, 20, 0], [10, 17, 14], [5, 17, 14], [9, 14, 0], [3, 20, 4], [16, 17, 4]]",02563813348874649123,1.5739176273345947,0.5065431851038842,0.4876264984089308,/dnn2lr/models/linear/output/02563813348874649123/log.pickle,,,,,0.690703957937783,0.7287579860873309
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,,94838209518481781358,8.700315952301025,2.123343110776373,2.1253489515235024,/dnn2lr/models/lgb/output/94838209518481781358/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Occupation_Credit_Mix_Month_', 'Credit_Mix_Month_Payment_of_Min_Amount_', 'Occupation_Credit_Mix_Payment_Behaviour_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[1, 2, 0], [2, 0, 4], [1, 2, 3]]",72583580005455697749,9.635935544967651,2.173279904531581,2.1727932956404983,/dnn2lr/models/lgb/output/72583580005455697749/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Payment_Behaviour_Credit_Mix_Payment_of_Min_Amount_', 'Payment_Behaviour_Payment_of_Min_Amount_Occupation_', 'Payment_Behaviour_Month_Payment_of_Min_Amount_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[3, 2, 4], [3, 4, 1], [3, 0, 4]]",19026230983692053572,11.669410705566406,2.175019083241267,2.181475617411236,/dnn2lr/models/lgb/output/19026230983692053572/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Credit_Mix_Occupation_Payment_of_Min_Amount_', 'Month_Occupation_Payment_Behaviour_', 'Month_Payment_of_Min_Amount_Payment_Behaviour_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[2, 1, 4], [0, 1, 3], [0, 4, 3]]",22543709208789080343,10.475507020950316,2.055066868846438,2.062687138651808,/dnn2lr/models/lgb/output/22543709208789080343/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Payment_of_Min_Amount_Payment_Behaviour_Credit_Mix_', 'Payment_Behaviour_Month_Credit_Mix_', 'Occupation_Payment_of_Min_Amount_Month_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[4, 3, 2], [3, 0, 2], [1, 4, 0]]",82494365436745235665,10.284109115600586,2.206110954923289,2.2040041806908945,/dnn2lr/models/lgb/output/82494365436745235665/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Payment_of_Min_Amount_Month_Occupation_', 'Month_Payment_Behaviour_Occupation_', 'Credit_Mix_Payment_Behaviour_Occupation_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[4, 0, 1], [0, 3, 1], [2, 3, 1]]",86208720142055008442,9.96576714515686,2.057469166123441,2.0576232076982657,/dnn2lr/models/lgb/output/86208720142055008442/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Payment_of_Min_Amount_Occupation_Credit_Mix_', 'Payment_of_Min_Amount_Occupation_Payment_Behaviour_', 'Occupation_Payment_Behaviour_Month_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[4, 1, 2], [4, 1, 3], [1, 3, 0]]",34218153784748972726,10.763991117477415,2.0042795650767427,2.031780394506951,/dnn2lr/models/lgb/output/34218153784748972726/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Month_Credit_Mix_Payment_Behaviour_', 'Month_Occupation_Payment_Behaviour_', 'Occupation_Credit_Mix_Payment_Behaviour_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[0, 2, 3], [0, 1, 3], [1, 2, 3]]",52997572601156575074,9.887592315673828,2.148833611117942,2.1578487233892085,/dnn2lr/models/lgb/output/52997572601156575074/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Month_Credit_Mix_Payment_of_Min_Amount_', 'Occupation_Credit_Mix_Payment_of_Min_Amount_', 'Occupation_Month_Payment_of_Min_Amount_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[0, 2, 4], [1, 2, 4], [1, 0, 4]]",43705291131482433846,11.45646333694458,2.2841789932974748,2.280274684891725,/dnn2lr/models/lgb/output/43705291131482433846/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Occupation_Payment_of_Min_Amount_Month_', 'Payment_of_Min_Amount_Month_Payment_Behaviour_', 'Occupation_Payment_of_Min_Amount_Payment_Behaviour_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[1, 4, 0], [4, 0, 3], [1, 4, 3]]",02971486511828388242,10.797022104263306,2.095834629429238,2.093991504865388,/dnn2lr/models/lgb/output/02971486511828388242/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Month_Payment_Behaviour_Credit_Mix_', 'Payment_Behaviour_Credit_Mix_Occupation_', 'Month_Credit_Mix_Occupation_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[0, 3, 2], [3, 2, 1], [0, 2, 1]]",24153573736065679245,10.215486526489258,2.2554129707653607,2.256527090124786,/dnn2lr/models/lgb/output/24153573736065679245/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Month_Payment_of_Min_Amount_Payment_Behaviour_', 'Credit_Mix_Occupation_Payment_Behaviour_', 'Occupation_Payment_of_Min_Amount_Payment_Behaviour_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[0, 4, 3], [2, 1, 3], [1, 4, 3]]",28580617305337049909,10.081117391586304,2.036174572280475,2.0460418593113623,/dnn2lr/models/lgb/output/28580617305337049909/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Occupation_Payment_of_Min_Amount_Payment_Behaviour_', 'Occupation_Month_Payment_Behaviour_', 'Occupation_Payment_of_Min_Amount_Credit_Mix_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[1, 4, 3], [1, 0, 3], [1, 4, 2]]",97809169334628969179,10.34030294418335,2.0042795650767427,2.031780394506951,/dnn2lr/models/lgb/output/97809169334628969179/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Credit_Mix_Payment_Behaviour_Payment_of_Min_Amount_', 'Occupation_Payment_of_Min_Amount_Month_', 'Credit_Mix_Payment_Behaviour_Month_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[2, 3, 4], [1, 4, 0], [2, 3, 0]]",76843511303917480971,10.144325017929075,2.258596679254302,2.2544272832460703,/dnn2lr/models/lgb/output/76843511303917480971/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Occupation_Payment_of_Min_Amount_Payment_Behaviour_', 'Occupation_Payment_of_Min_Amount_Month_', 'Occupation_Credit_Mix_Month_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[1, 4, 3], [1, 4, 0], [1, 2, 0]]",09665372340905606847,11.323137283325195,2.1001926477705792,2.1101378804917137,/dnn2lr/models/lgb/output/09665372340905606847/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Month_Payment_Behaviour_Credit_Mix_', 'Occupation_Payment_Behaviour_Credit_Mix_', 'Month_Payment_of_Min_Amount_Payment_Behaviour_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[0, 3, 2], [1, 3, 2], [0, 4, 3]]",10023173352969672077,10.18012833595276,2.181916822881571,2.187832675880442,/dnn2lr/models/lgb/output/10023173352969672077/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Credit_Mix_Payment_Behaviour_Month_', 'Payment_of_Min_Amount_Payment_Behaviour_Occupation_', 'Payment_of_Min_Amount_Payment_Behaviour_Month_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[2, 3, 0], [4, 3, 1], [4, 3, 0]]",34360662144714423405,9.789686679840088,2.2395970587059857,2.247648616441836,/dnn2lr/models/lgb/output/34360662144714423405/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Occupation_Month_Credit_Mix_', 'Occupation_Credit_Mix_Payment_of_Min_Amount_', 'Payment_Behaviour_Credit_Mix_Payment_of_Min_Amount_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[1, 0, 2], [1, 2, 4], [3, 2, 4]]",50926630181898421388,11.041241884231567,2.1143352843608176,2.115448921016107,/dnn2lr/models/lgb/output/50926630181898421388/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Payment_of_Min_Amount_Credit_Mix_Payment_Behaviour_', 'Occupation_Payment_of_Min_Amount_Credit_Mix_', 'Occupation_Credit_Mix_Payment_Behaviour_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[4, 2, 3], [1, 4, 2], [1, 2, 3]]",34745558171630704606,10.62198257446289,2.018960878934179,2.0274220101907847,/dnn2lr/models/lgb/output/34745558171630704606/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Payment_Behaviour_Month_Payment_of_Min_Amount_', 'Credit_Mix_Payment_Behaviour_Payment_of_Min_Amount_', 'Credit_Mix_Occupation_Payment_of_Min_Amount_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[3, 0, 4], [2, 3, 4], [2, 1, 4]]",83151727154614111731,10.46024775505066,2.145174289752862,2.14216529235368,/dnn2lr/models/lgb/output/83151727154614111731/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Credit_Mix_Payment_of_Min_Amount_Occupation_', 'Payment_of_Min_Amount_Occupation_Month_', 'Credit_Mix_Payment_Behaviour_Occupation_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[2, 4, 1], [4, 1, 0], [2, 3, 1]]",35750973813578921605,10.34897494316101,2.0747001495318758,2.0789786469539004,/dnn2lr/models/lgb/output/35750973813578921605/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Occupation_Payment_Behaviour_Payment_of_Min_Amount_', 'Occupation_Month_Payment_Behaviour_', 'Credit_Mix_Month_Payment_Behaviour_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[1, 3, 4], [1, 0, 3], [2, 0, 3]]",50300219774009756033,11.246448516845703,2.181773822781231,2.193329188657304,/dnn2lr/models/lgb/output/50300219774009756033/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Credit_Mix_Payment_of_Min_Amount_Month_', 'Occupation_Payment_Behaviour_Credit_Mix_', 'Payment_Behaviour_Payment_of_Min_Amount_Month_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[2, 4, 0], [1, 3, 2], [3, 4, 0]]",88909577081345411724,9.380749225616457,2.18725232454549,2.188092467125505,/dnn2lr/models/lgb/output/88909577081345411724/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Month_Payment_Behaviour_Payment_of_Min_Amount_', 'Month_Payment_of_Min_Amount_Occupation_', 'Month_Payment_Behaviour_Occupation_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[0, 3, 4], [0, 4, 1], [0, 3, 1]]",42967210315883908929,10.2693772315979,2.028551782007728,2.021847444285949,/dnn2lr/models/lgb/output/42967210315883908929/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Payment_of_Min_Amount_Payment_Behaviour_Credit_Mix_', 'Payment_of_Min_Amount_Occupation_Credit_Mix_', 'Payment_Behaviour_Occupation_Month_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[4, 3, 2], [4, 1, 2], [3, 1, 0]]",83768699994977469249,10.50900387763977,2.0080353566950984,2.0169551531573138,/dnn2lr/models/lgb/output/83768699994977469249/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Occupation_Month_Payment_of_Min_Amount_', 'Credit_Mix_Month_Payment_of_Min_Amount_', 'Occupation_Month_Payment_Behaviour_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[1, 0, 4], [2, 0, 4], [1, 0, 3]]",09285622516669219251,11.333422422409058,2.2602185972833206,2.260660338505481,/dnn2lr/models/lgb/output/09285622516669219251/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Payment_of_Min_Amount_Credit_Mix_Month_', 'Payment_of_Min_Amount_Payment_Behaviour_Occupation_', 'Payment_Behaviour_Credit_Mix_Month_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[4, 2, 0], [4, 3, 1], [3, 2, 0]]",50502839680370004470,10.130181789398192,2.30006389150396,2.299692625585944,/dnn2lr/models/lgb/output/50502839680370004470/log.pickle,,,,,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Payment_of_Min_Amount_Occupation_Month_', 'Payment_of_Min_Amount_Credit_Mix_Month_', 'Payment_of_Min_Amount_Payment_Behaviour_Credit_Mix_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,lgb,1,"[[4, 1, 0], [4, 2, 0], [4, 3, 2]]",04322732676726184894,9.932579517364502,2.2226887941733,2.2190117324106398,/dnn2lr/models/lgb/output/04322732676726184894/log.pickle,,,,,,
