category,drop,target,task,train_path,valid_path,test_path,model,gpu,cross_f,exp_id,train time (sec),logloss_val,logloss_test,log_path,nu,cross_type,opt_params,nn_model,auc_val,auc_test
"['v31', 'v74', 'v3', 'v66', 'v110', 'v75', 'v24', 'v91', 'v30', 'v107', 'v62', 'v71', 'v129', 'v47', 'v38', 'v52', 'v72', 'v79', 'v112', 'v113', 'v125', 'v56', 'v112_v113_', 'v110_v112_v113_', 'v112_v113_v125_', 'v110_v71_v112_v113_', 'v24_v112_v113_', 'v110_v112_v113_v125_', 'v30_v112_v113_', 'v110_v24_v112_v113_', 'v72_v112_v113_v125_', 'v24_v112_v113_v125_', 'v72_v112_v113_']","['ID', 'v22']",target,binary,/dnn2lr/data/splits/bnp/train.csv,/dnn2lr/data/splits/bnp/valid.csv,/dnn2lr/data/splits/bnp/test.csv,linear,1,"[[18, 19], [4, 18, 19], [18, 19, 20], [4, 11, 18, 19], [6, 18, 19], [4, 18, 19, 20], [8, 18, 19], [4, 6, 18, 19], [16, 18, 19, 20], [6, 18, 19, 20], [16, 18, 19]]",49064085203282686810,1.8001196384429932,0.5067105581724484,0.4882809160103789,/dnn2lr/models/linear/output/49064085203282686810/log.pickle,0.05,dnn2lr,"{'lr': 0.0003, 'weight_decay': 0}",resnet,0.6887013964566178,0.7274873054232016
"['v31', 'v74', 'v3', 'v66', 'v110', 'v75', 'v24', 'v91', 'v30', 'v107', 'v62', 'v71', 'v129', 'v47', 'v38', 'v52', 'v72', 'v79', 'v112', 'v113', 'v125', 'v56', 'v112_v113_', 'v72_v112_v113_', 'v110_v113_', 'v110_v112_v113_', 'v112_v113_v125_', 'v72_v113_', 'v72_v112_', 'v31_v112_', 'v110_v72_v112_v113_', 'v31_v110_v72_v112_', 'v31_v110_v62_v72_v112_']","['ID', 'v22']",target,binary,/dnn2lr/data/splits/bnp/train.csv,/dnn2lr/data/splits/bnp/valid.csv,/dnn2lr/data/splits/bnp/test.csv,linear,1,"[[18, 19], [16, 18, 19], [4, 19], [4, 18, 19], [18, 19, 20], [16, 19], [16, 18], [0, 18], [4, 16, 18, 19], [0, 4, 16, 18], [0, 4, 10, 16, 18]]",30077678767724521919,1.61279559135437,0.5061336708624316,0.4879289224296711,/dnn2lr/models/linear/output/30077678767724521919/log.pickle,0.01,dnn2lr,"{'lr': 0.0003, 'weight_decay': 0}",resnet,0.690743278920583,0.7286998943341583
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Month_Occupation_Credit_Mix_Payment_Behaviour_Payment_of_Min_Amount_', 'Month_Credit_Mix_Payment_Behaviour_Payment_of_Min_Amount_', 'Month_Occupation_Credit_Mix_Payment_Behaviour_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,linear,1,"[[0, 1, 2, 3, 4], [0, 2, 3, 4], [0, 1, 2, 3]]",20143442685471336832,2.032578706741333,2.2243281925948604,2.232758717124661,/dnn2lr/models/linear/output/20143442685471336832/log.pickle,0.5,dnn2lr,"{'lr': 5e-05, 'weight_decay': 0}",resnet,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Month_Credit_Mix_', 'Month_Payment_of_Min_Amount_', 'Credit_Mix_Payment_of_Min_Amount_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,linear,1,"[[0, 2], [0, 4], [2, 4]]",46487164808343870828,2.2648584842681885,2.144008052450205,2.143777298665295,/dnn2lr/models/linear/output/46487164808343870828/log.pickle,0.1,dnn2lr,"{'lr': 5e-05, 'weight_decay': 0}",resnet,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Month_Credit_Mix_', 'Occupation_Payment_of_Min_Amount_', 'Occupation_Credit_Mix_Payment_of_Min_Amount_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,linear,1,"[[0, 2], [1, 4], [1, 2, 4]]",67458916550736229922,2.355174779891968,2.22513074655618,2.23406497908632,/dnn2lr/models/linear/output/67458916550736229922/log.pickle,0.05,dnn2lr,"{'lr': 5e-05, 'weight_decay': 0}",resnet,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Occupation_Payment_of_Min_Amount_', 'Occupation_Credit_Mix_', 'Occupation_Credit_Mix_Payment_of_Min_Amount_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,linear,1,"[[1, 4], [1, 2], [1, 2, 4]]",79485702732831178522,1.9742956161499023,2.218371104331953,2.228682207565755,/dnn2lr/models/linear/output/79485702732831178522/log.pickle,0.01,dnn2lr,"{'lr': 5e-05, 'weight_decay': 0}",resnet,,
"['v31', 'v74', 'v3', 'v66', 'v110', 'v75', 'v24', 'v91', 'v30', 'v107', 'v62', 'v71', 'v129', 'v47', 'v38', 'v52', 'v72', 'v79', 'v112', 'v113', 'v125', 'v56', 'v31_v74_v3_v66_v110_v75_v24_v91_v30_v62_v71_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v31_v74_v3_v66_v110_v75_v24_v91_v30_v107_v62_v71_v47_v38_v52_v72_v112_v113_v125_v56_', 'v31_v3_v66_v110_v75_v24_v91_v30_v107_v62_v71_v129_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v31_v74_v3_v66_v110_v75_v24_v91_v30_v107_v62_v71_v38_v52_v72_v112_v113_v125_v56_', 'v31_v74_v3_v66_v110_v75_v24_v91_v30_v107_v62_v71_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v31_v74_v3_v110_v75_v24_v91_v30_v107_v62_v71_v47_v38_v52_v72_v112_v113_v125_v56_', 'v31_v3_v66_v110_v75_v24_v91_v30_v107_v71_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v31_v3_v66_v110_v75_v24_v91_v30_v107_v62_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v31_v74_v3_v66_v110_v75_v24_v91_v30_v107_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v31_v74_v66_v110_v75_v24_v91_v30_v107_v62_v71_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v31_v74_v3_v66_v110_v75_v24_v30_v107_v62_v71_v47_v38_v52_v72_v79_v112_v113_v125_v56_']","['ID', 'v22']",target,binary,/dnn2lr/data/splits/bnp/train.csv,/dnn2lr/data/splits/bnp/valid.csv,/dnn2lr/data/splits/bnp/test.csv,linear,1,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 20, 21], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 18, 19, 20, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 20, 21], [0, 2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21]]",15721550410054396129,1.7826933860778809,0.5068852223588952,0.4881820581201367,/dnn2lr/models/linear/output/15721550410054396129/log.pickle,0.5,dnn2lr,"{'lr': 5e-05, 'weight_decay': 0}",resnet,0.6887968902719889,0.7276392612196578
"['v31', 'v74', 'v3', 'v66', 'v110', 'v75', 'v24', 'v91', 'v30', 'v107', 'v62', 'v71', 'v129', 'v47', 'v38', 'v52', 'v72', 'v79', 'v112', 'v113', 'v125', 'v56', 'v31_v71_', 'v31_v113_', 'v31_v38_', 'v38_v113_', 'v71_v112_', 'v110_v113_', 'v31_v56_', 'v71_v38_', 'v71_v52_', 'v31_v47_', 'v3_v113_']","['ID', 'v22']",target,binary,/dnn2lr/data/splits/bnp/train.csv,/dnn2lr/data/splits/bnp/valid.csv,/dnn2lr/data/splits/bnp/test.csv,linear,1,"[[0, 11], [0, 19], [0, 14], [14, 19], [11, 18], [4, 19], [0, 21], [11, 14], [11, 15], [0, 13], [2, 19]]",20824221161157594151,1.5979232788085938,0.5087082661655066,0.487956663504466,/dnn2lr/models/linear/output/20824221161157594151/log.pickle,0.1,dnn2lr,"{'lr': 5e-05, 'weight_decay': 0}",resnet,0.6855585264742561,0.7280700574313417
"['v31', 'v74', 'v3', 'v66', 'v110', 'v75', 'v24', 'v91', 'v30', 'v107', 'v62', 'v71', 'v129', 'v47', 'v38', 'v52', 'v72', 'v79', 'v112', 'v113', 'v125', 'v56', 'v31_v72_', 'v66_v112_', 'v31_v112_v113_', 'v31_v56_', 'v31_v113_v56_', 'v31_v110_v72_', 'v31_v113_', 'v31_v30_', 'v31_v24_', 'v24_v112_', 'v31_v125_']","['ID', 'v22']",target,binary,/dnn2lr/data/splits/bnp/train.csv,/dnn2lr/data/splits/bnp/valid.csv,/dnn2lr/data/splits/bnp/test.csv,linear,1,"[[0, 16], [3, 18], [0, 18, 19], [0, 21], [0, 19, 21], [0, 4, 16], [0, 19], [0, 8], [0, 6], [6, 18], [0, 20]]",35341587438343108887,1.6738522052764893,0.5089877440288131,0.4884433719001438,/dnn2lr/models/linear/output/35341587438343108887/log.pickle,0.05,dnn2lr,"{'lr': 5e-05, 'weight_decay': 0}",resnet,0.6856540202896272,0.7273796828067979
"['v31', 'v74', 'v3', 'v66', 'v110', 'v75', 'v24', 'v91', 'v30', 'v107', 'v62', 'v71', 'v129', 'v47', 'v38', 'v52', 'v72', 'v79', 'v112', 'v113', 'v125', 'v56', 'v31_v110_', 'v31_v38_', 'v31_v110_v72_', 'v110_v72_', 'v31_v72_', 'v31_v113_', 'v52_v113_', 'v38_v72_', 'v110_v62_', 'v31_v110_v38_', 'v110_v113_']","['ID', 'v22']",target,binary,/dnn2lr/data/splits/bnp/train.csv,/dnn2lr/data/splits/bnp/valid.csv,/dnn2lr/data/splits/bnp/test.csv,linear,1,"[[0, 4], [0, 14], [0, 4, 16], [4, 16], [0, 16], [0, 19], [15, 19], [14, 16], [4, 10], [0, 4, 14], [4, 19]]",47773813026405643650,1.7297704219818115,0.5070197457793568,0.4878531379946022,/dnn2lr/models/linear/output/47773813026405643650/log.pickle,0.01,dnn2lr,"{'lr': 5e-05, 'weight_decay': 0}",resnet,0.6886002853579895,0.7283825299141954
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Occupation_Payment_of_Min_Amount_', 'Month_Occupation_Credit_Mix_Payment_Behaviour_Payment_of_Min_Amount_', 'Month_Occupation_Credit_Mix_Payment_Behaviour_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,linear,1,"[[1, 4], [0, 1, 2, 3, 4], [0, 1, 2, 3]]",00661317246726451890,2.047991275787353,2.220572696945497,2.23125570982943,/dnn2lr/models/linear/output/00661317246726451890/log.pickle,0.5,dnn2lr,"{'lr': 0.001, 'weight_decay': 0}",denselight,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Occupation_Credit_Mix_', 'Occupation_Payment_of_Min_Amount_', 'Month_Payment_Behaviour_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,linear,1,"[[1, 2], [1, 4], [0, 3]]",30671846614621234169,1.943657636642456,2.2171477787569165,2.2269478523333865,/dnn2lr/models/linear/output/30671846614621234169/log.pickle,0.1,dnn2lr,"{'lr': 0.001, 'weight_decay': 0}",denselight,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Occupation_Payment_of_Min_Amount_', 'Occupation_Credit_Mix_', 'Occupation_Payment_Behaviour_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,linear,1,"[[1, 4], [1, 2], [1, 3]]",16175006093596344706,1.788280963897705,2.133478564800961,2.1471348934061827,/dnn2lr/models/linear/output/16175006093596344706/log.pickle,0.05,dnn2lr,"{'lr': 0.001, 'weight_decay': 0}",denselight,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Occupation_Payment_of_Min_Amount_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,linear,1,"[[1, 4]]",12307143110582012237,1.9147615432739256,2.219643658032375,2.229057781404505,/dnn2lr/models/linear/output/12307143110582012237/log.pickle,0.01,dnn2lr,"{'lr': 0.001, 'weight_decay': 0}",denselight,,
"['v31', 'v74', 'v3', 'v66', 'v110', 'v75', 'v24', 'v91', 'v30', 'v107', 'v62', 'v71', 'v129', 'v47', 'v38', 'v52', 'v72', 'v79', 'v112', 'v113', 'v125', 'v56', 'v31_v74_v3_v66_v110_v75_v24_v91_v30_v107_v62_v71_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v72_v125_', 'v31_v74_v3_v66_v110_v75_v24_v91_v30_v107_v62_v71_v129_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v31_v3_v66_v110_v75_v24_v91_v30_v107_v62_v71_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v31_v74_v3_v66_v110_v24_v91_v30_v107_v62_v71_v129_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v31_v74_v3_v66_v75_v24_v91_v30_v107_v62_v71_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v31_v74_v3_v66_v110_v75_v24_v91_v30_v107_v62_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v31_v74_v3_v66_v110_v24_v91_v30_v107_v62_v71_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v30_v72_v112_v125_v56_', 'v91_v125_', 'v24_v72_']","['ID', 'v22']",target,binary,/dnn2lr/data/splits/bnp/train.csv,/dnn2lr/data/splits/bnp/valid.csv,/dnn2lr/data/splits/bnp/test.csv,linear,1,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21], [16, 20], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21], [8, 16, 18, 20, 21], [7, 20], [6, 16]]",40406120928842150681,1.674551248550415,0.5081541299610399,0.4885587507762539,/dnn2lr/models/linear/output/40406120928842150681/log.pickle,0.5,dnn2lr,"{'lr': 0.001, 'weight_decay': 0}",denselight,0.6866932176921954,0.7271271365535326
"['v31', 'v74', 'v3', 'v66', 'v110', 'v75', 'v24', 'v91', 'v30', 'v107', 'v62', 'v71', 'v129', 'v47', 'v38', 'v52', 'v72', 'v79', 'v112', 'v113', 'v125', 'v56', 'v113_v125_', 'v30_v113_', 'v30_v125_', 'v91_v125_', 'v91_v113_', 'v30_v113_v125_', 'v24_v113_', 'v72_v125_', 'v47_v125_', 'v91_v113_v125_', 'v62_v113_v125_']","['ID', 'v22']",target,binary,/dnn2lr/data/splits/bnp/train.csv,/dnn2lr/data/splits/bnp/valid.csv,/dnn2lr/data/splits/bnp/test.csv,linear,1,"[[19, 20], [8, 19], [8, 20], [7, 20], [7, 19], [8, 19, 20], [6, 19], [16, 20], [13, 20], [7, 19, 20], [10, 19, 20]]",03514441218109798016,1.707012414932251,0.5082261702504808,0.4897892765724488,/dnn2lr/models/linear/output/03514441218109798016/log.pickle,0.1,dnn2lr,"{'lr': 0.001, 'weight_decay': 0}",denselight,0.6878588039680489,0.7256534404993691
"['v31', 'v74', 'v3', 'v66', 'v110', 'v75', 'v24', 'v91', 'v30', 'v107', 'v62', 'v71', 'v129', 'v47', 'v38', 'v52', 'v72', 'v79', 'v112', 'v113', 'v125', 'v56', 'v113_v125_', 'v30_v125_', 'v125_v56_', 'v47_v125_', 'v107_v125_', 'v30_v113_', 'v66_v125_', 'v107_v47_v125_', 'v91_v125_', 'v72_v112_v113_v125_', 'v72_v125_']","['ID', 'v22']",target,binary,/dnn2lr/data/splits/bnp/train.csv,/dnn2lr/data/splits/bnp/valid.csv,/dnn2lr/data/splits/bnp/test.csv,linear,1,"[[19, 20], [8, 20], [20, 21], [13, 20], [9, 20], [8, 19], [3, 20], [9, 13, 20], [7, 20], [16, 18, 19, 20], [16, 20]]",36701591456991873768,1.771371603012085,0.5092442331805692,0.4906674281317585,/dnn2lr/models/linear/output/36701591456991873768/log.pickle,0.05,dnn2lr,"{'lr': 0.001, 'weight_decay': 0}",denselight,0.6837946995315186,0.7238244675126456
"['v31', 'v74', 'v3', 'v66', 'v110', 'v75', 'v24', 'v91', 'v30', 'v107', 'v62', 'v71', 'v129', 'v47', 'v38', 'v52', 'v72', 'v79', 'v112', 'v113', 'v125', 'v56', 'v113_v125_', 'v30_v113_', 'v110_v113_', 'v91_v125_', 'v30_v125_', 'v72_v125_', 'v110_v30_v113_', 'v72_v113_', 'v72_v113_v125_', 'v72_v112_v113_', 'v30_v113_v125_']","['ID', 'v22']",target,binary,/dnn2lr/data/splits/bnp/train.csv,/dnn2lr/data/splits/bnp/valid.csv,/dnn2lr/data/splits/bnp/test.csv,linear,1,"[[19, 20], [8, 19], [4, 19], [7, 20], [8, 20], [16, 20], [4, 8, 19], [16, 19], [16, 19, 20], [16, 18, 19], [8, 19, 20]]",23043873857151660564,1.8825252056121824,0.5082684322340147,0.489705708022889,/dnn2lr/models/linear/output/23043873857151660564/log.pickle,0.01,dnn2lr,"{'lr': 0.001, 'weight_decay': 0}",denselight,0.686920717664109,0.7255815901730767
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Month_Occupation_Credit_Mix_Payment_Behaviour_Payment_of_Min_Amount_', 'Occupation_Credit_Mix_', 'Occupation_Payment_Behaviour_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,linear,1,"[[0, 1, 2, 3, 4], [1, 2], [1, 3]]",29323519424215237675,1.7240703105926514,2.1304392683080264,2.1450400847680866,/dnn2lr/models/linear/output/29323519424215237675/log.pickle,0.5,dnn2lr,"{'lr': 0.0003, 'weight_decay': 0}",denselight,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Occupation_Credit_Mix_', 'Occupation_Payment_of_Min_Amount_', 'Credit_Mix_Payment_of_Min_Amount_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,linear,1,"[[1, 2], [1, 4], [2, 4]]",24394108212477498215,1.862959623336792,1.896676536601569,1.9351448291304207,/dnn2lr/models/linear/output/24394108212477498215/log.pickle,0.1,dnn2lr,"{'lr': 0.0003, 'weight_decay': 0}",denselight,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Occupation_Payment_of_Min_Amount_', 'Occupation_Credit_Mix_', 'Occupation_Credit_Mix_Payment_of_Min_Amount_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,linear,1,"[[1, 4], [1, 2], [1, 2, 4]]",88621406498631855671,2.133578300476074,2.2183093675438847,2.228565038451304,/dnn2lr/models/linear/output/88621406498631855671/log.pickle,0.05,dnn2lr,"{'lr': 0.0003, 'weight_decay': 0}",denselight,,
"['Month', 'Occupation', 'Credit_Mix', 'Payment_Behaviour', 'Payment_of_Min_Amount', 'Occupation_Payment_of_Min_Amount_', 'Occupation_Credit_Mix_Payment_of_Min_Amount_', 'Month_Occupation_Credit_Mix_Payment_of_Min_Amount_']","['ID', 'Customer_ID', 'Name', 'Type_of_Loan']",Credit_Score,multiclass,/dnn2lr/data/splits/credit/train.csv,/dnn2lr/data/splits/credit/valid.csv,/dnn2lr/data/splits/credit/test.csv,linear,1,"[[1, 4], [1, 2, 4], [0, 1, 2, 4]]",78099228257244474133,2.1629974842071533,2.2241085175744124,2.23120419857651,/dnn2lr/models/linear/output/78099228257244474133/log.pickle,0.01,dnn2lr,"{'lr': 0.0003, 'weight_decay': 0}",denselight,,
"['v31', 'v74', 'v3', 'v66', 'v110', 'v75', 'v24', 'v91', 'v30', 'v107', 'v62', 'v71', 'v129', 'v47', 'v38', 'v52', 'v72', 'v79', 'v112', 'v113', 'v125', 'v56', 'v31_v74_v3_v66_v110_v75_v24_v91_v30_v107_v62_v71_v129_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v31_v74_v3_v66_v110_v75_v24_v91_v30_v107_v62_v71_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v31_v74_v3_v66_v110_v24_v91_v30_v107_v62_v71_v129_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v31_v74_v3_v66_v110_v75_v24_v91_v30_v62_v71_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v31_v74_v3_v66_v110_v75_v24_v91_v30_v62_v71_v129_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v31_v3_v66_v110_v75_v24_v91_v30_v107_v62_v71_v47_v38_v52_v72_v112_v113_v125_v56_', 'v31_v74_v66_v110_v75_v24_v91_v30_v107_v62_v71_v129_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v31_v74_v3_v66_v110_v75_v24_v91_v30_v107_v62_v129_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v31_v74_v66_v110_v75_v24_v91_v30_v107_v62_v71_v47_v38_v52_v72_v79_v112_v113_v125_v56_', 'v31_v74_v3_v66_v110_v75_v24_v91_v30_v107_v62_v71_v47_v38_v52_v72_v112_v113_v125_v56_', 'v31_v74_v3_v66_v110_v75_v24_v91_v107_v62_v71_v129_v47_v38_v52_v72_v79_v112_v113_v125_v56_']","['ID', 'v22']",target,binary,/dnn2lr/data/splits/bnp/train.csv,/dnn2lr/data/splits/bnp/valid.csv,/dnn2lr/data/splits/bnp/test.csv,linear,1,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 20, 21], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 20, 21], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]]",05051428921736418014,1.9245579242706297,0.506852578444606,0.488172297231009,/dnn2lr/models/linear/output/05051428921736418014/log.pickle,0.5,dnn2lr,"{'lr': 0.0003, 'weight_decay': 0}",denselight,0.688822168046646,0.7276536312849161
"['v31', 'v74', 'v3', 'v66', 'v110', 'v75', 'v24', 'v91', 'v30', 'v107', 'v62', 'v71', 'v129', 'v47', 'v38', 'v52', 'v72', 'v79', 'v112', 'v113', 'v125', 'v56', 'v24_v56_', 'v129_v125_', 'v66_v125_', 'v24_v38_', 'v125_v56_', 'v66_v56_', 'v38_v125_', 'v66_v38_', 'v66_v24_', 'v38_v56_', 'v24_v125_']","['ID', 'v22']",target,binary,/dnn2lr/data/splits/bnp/train.csv,/dnn2lr/data/splits/bnp/valid.csv,/dnn2lr/data/splits/bnp/test.csv,linear,1,"[[6, 21], [12, 20], [3, 20], [6, 14], [20, 21], [3, 21], [14, 20], [3, 14], [3, 6], [14, 21], [6, 20]]",32547346878764681015,1.4389591217041016,0.5072774910421244,0.4912647408655223,/dnn2lr/models/linear/output/32547346878764681015/log.pickle,0.1,dnn2lr,"{'lr': 0.0003, 'weight_decay': 0}",denselight,0.6835180483311052,0.7245790488117485
